"","level_0","index","series_name","network","season","title","imdb","engagement","date_aired","run_time","format","monster_name","monster_gender","monster_type","monster_subtype","monster_species","monster_real","monster_amount","caught_fred","caught_daphnie","caught_velma","caught_shaggy","caught_scooby","captured_fred","captured_daphnie","captured_velma","captured_shaggy","captured_scooby","unmask_fred","unmask_daphnie","unmask_velma","unmask_shaggy","unmask_scooby","snack_fred","snack_daphnie","snack_velma","snack_shaggy","snack_scooby","unmask_other","caught_other","caught_not","trap_work_first","setting_terrain","setting_country_state","suspects_amount","non_suspect","arrested","culprit_name","culprit_gender","culprit_amount","motive","if_it_wasnt_for","and_that","door_gag","number_of_snacks","split_up","another_mystery","set_a_trap","jeepers","jinkies","my_glasses","just_about_wrapped_up","zoinks","groovy","scooby_doo_where_are_you","rooby_rooby_roo","batman","scooby_dum","scrappy_doo","hex_girls","blue_falcon","fred_va","daphnie_va","velma_va","shaggy_va","scooby_va"
"241",240,241,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Where's the Wolf",5.5,215.27,"1982-12-11",8,"Serie","Scooby-Doo","Male","Animal","Werewolf","Hound","True",1,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Urban","United States",0,"","","","",0,"Food","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"242",241,242,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Hoedown Showdown",4.7,164.16,"1982-12-19",8,"Serie","","","","","","",0,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","False","","Rural","United States",0,"","","","",0,"","","","False","0",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"243",242,243,"Scooby-Doo and Scrappy-Doo (second series)","ABC","3","Snow Job Too Small",6.3,207.81,"1982-12-19",8,"Serie","Abominable Snowman","Male","Animal","Humanoid","Snow-Monster","False",1,"","","","True","True","","","","False","False","","","","False","False","","","","False","False","True","False","False","","Snow","United States",1,"False","True","Cousin Sherwood","Male",1,"Inheritance","","","False","0",NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","","","Casey Kasem","Don Messick"
"244",243,244,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby the Barbarian",5.2,180.08,"1983-09-10",11,"Serie","Olaf the Terrible","Male","Ancient","Viking","Human","False",1,"","False","","False","False","","True","","False","False","","False","","False","True","","False","","False","False","False","False","False","","Coast","Norway",2,"False","True","Professor Busby","Male",1,"Theft","","","False","0",NA,NA,NA,0,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"245",244,245,"The New Scooby and Scrappy Doo Show","ABC","1","No Sharking Zone",4.8,173.67,"1983-09-10",11,"Serie","Great White Shark,Seaweed Monster","Male,Male","Animal,Plant","Shark,Seaweed","Shark,Sea-Monster","False",2,"","False","","False","True","","False","","False","False","","True","","False","False","","True","","False","False","False","False","False","","Island","South America",2,"False","True","Cowabunga Carlyle","Male",1,"Treasure","","","False","1 box",NA,NA,NA,0,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"246",245,246,"The New Scooby and Scrappy Doo Show","ABC","1","Scoobygeist",5.1,175.8,"1983-09-10",11,"Serie","Face in the Fireplace,Ghosts Under the Bed,Living Animal Heads,Skeleton,Living Statue,Organ Playing Ghost","Male,Male,Male,Female,Male,Male","Ghost,Ghost,Undead,Undead,Possessed Object,Ghost","Phantom,Phantom,Head,Skeleton,Statue,Phantom","Human,Human,Beast,Human,Human,Human","True",6,"","False","","False","False","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Rural","United States",0,"","","","",0,"Trespassing","","","False","0",NA,NA,NA,0,NA,NA,NA,3,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"247",246,247,"The New Scooby and Scrappy Doo Show","ABC","1","The Quagmire Quake Caper",5.7,187.72,"1983-09-10",11,"Serie","Mud Monster","Male","Possessed Object","Humanoid","Mud","False",1,"","False","","False","False","","False","","False","False","","True","","False","False","","False","","False","False","False","True","False","","Desert","United States",4,"False","True","Quanto","Male",1,"Theft","","","False","0",NA,NA,NA,0,NA,NA,NA,4,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"248",247,248,"The New Scooby and Scrappy Doo Show","ABC","1","Hound of the Scoobyvilles",6.3,205.61,"1983-09-17",11,"Serie","Hound of the Barkervilles","Male","Animal","Werewolf","Hound","False",1,"","True","","False","False","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Rural","Scotland",2,"False","True","Bentley","Male",1,"Inheritance","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,2,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"249",248,249,"The New Scooby and Scrappy Doo Show","ABC","1","The Dinosaur Deception",6.2,211.46,"1983-09-17",11,"Serie","Dinosaur","Male","Animal","Dinosaur","Dinosaur","False",1,"","False","","False","True","","False","","False","False","","True","","False","False","","False","","False","False","False","True","False","","Jungle","Mexico",1,"False","True","Dr. LaRue","Male",1,"Treasure","","","False","0",NA,NA,NA,0,NA,NA,NA,5,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"250",249,250,"The New Scooby and Scrappy Doo Show","ABC","1","The Creature Came from The Chemlab",5.6,184.72,"1983-09-17",11,"Serie","Creature from Chem Lab","Male","Possessed Object","Humanoid","Chem","False",1,"","False","","False","False","","False","","False","False","","True","","False","False","","False","","False","False","False","True","False","","Urban","United States",3,"False","True","Toby Wallace","Male",1,"Theft","","","False","0",NA,NA,NA,0,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"251",250,251,"The New Scooby and Scrappy Doo Show","ABC","1","No Thanks, Masked Manx",4.8,171.24,"1983-09-17",11,"Serie","Masked Manx","Male","Animal","Humanoid","Gorilla","False",1,"","False","","False","True","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Forest","United States",3,"False","True","Milo Damp","Male",1,"Theft","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"252",251,252,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby of the Jungle",4.4,160.1,"1983-09-24",11,"Serie","Randar the Ape Man,Mobotsu","Male,Male","Animal,Animal","Humanoid,Giant","Ape,Ape","False",2,"","False","","False","False","","True","","True","True","","False","","False","False","","False","","False","True","False","False","False","","Jungle","Africa",2,"False","True","Randal Bakko","Male",1,"Smuggling","","","False","1 box",NA,NA,NA,0,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"253",252,253,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby-Doo and Cyclops, Too",6.6,208.48,"1983-09-24",11,"Serie","Maid Zombie,Barney Zombie,Tourist Zombie,Amy Zombie","Female,Male,Male,Female","Undead,Undead,Undead,Undead","Possessed,Possessed,Possessed,Possessed","Human,Human,Human,Human","False",4,"","False","","False","False","","False","","False","False","","False","","False","False","","False","","False","False","False","True","False","","Island","South America",3,"False","True","Mr. Cyclops,Amy Simons","Male,Male",2,"Natural Resource","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"254",253,254,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby Roo",6.6,214.99,"1983-10-01",11,"Serie","Neanderthal Monster of Devil's Rock","Male","Animal","Humanoid","Beast","False",1,"","False","","False","False","","False","","False","False","","True","","False","False","","False","","False","False","False","False","False","","Rural","Australia",3,"False","True","Darcy","Male",1,"Natural Resource","","","False","0",NA,NA,NA,0,NA,NA,NA,0,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"255",254,255,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby's Gold Medal Gambit",5.9,202.76,"1983-10-01",11,"Serie","","","","","","",0,"","False","","False","True","","False","","False","False","","True","","True","False","","False","","False","False","False","False","False","","Urban","United States",3,"False","True","Chameleon","Male",1,"Theft","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,1,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"256",255,256,"The New Scooby and Scrappy Doo Show","ABC","1","Wizards and Warlocks",4.6,167.96,"1983-10-08",11,"Serie","Tower Wizard,Yadzruck","Male,Male","Magician,Animal","Wizard,Humanoid","Human,Yadzruck","True",2,"","False","","False","False","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Rural","United States",1,"","","","",2,"Competition","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"257",256,257,"The New Scooby and Scrappy Doo Show","ABC","1","Scoobsie",5.5,193.07,"1983-10-08",11,"Serie","Phantom of the Soaps","Male","Ghost","Phantom","Human","False",1,"","False","","False","True","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Urban","United States",3,"False","True","Danny Divine","Male",1,"Competition","","","False","0",NA,NA,NA,0,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"258",257,258,"The New Scooby and Scrappy Doo Show","ABC","1","The Mark of Scooby",3.4,131.63,"1983-10-15",11,"Serie","","","","","","",0,"","False","","False","False","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Desert","California",1,"False","False","Commandante","Male",1,"Imagination","","","False","0",NA,NA,NA,0,NA,NA,NA,0,0,1,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"259",258,259,"The New Scooby and Scrappy Doo Show","ABC","1","The Crazy Carnival Caper",5.6,188.97,"1983-10-15",11,"Serie","Clown","Male","Disguised","Clown","Human","False",1,"","False","","True","False","","False","","False","False","","True","","False","False","","False","","False","False","False","False","False","","Rural","United States",3,"False","True","Jerry","Male",1,"Theft","","","False","0",NA,NA,NA,0,NA,NA,NA,1,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"260",259,260,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby and the Minotaur",3.6,153.37,"1983-10-29",11,"Serie","Minotaur","Male","Mythical","Minotaur","Minotaur","False",1,"","False","","False","True","","False","","False","False","","True","","False","False","","True","","False","False","False","False","False","","Rural","Greece",2,"False","True","Mr. Kronos","Male",1,"Treasure","","","True","1",NA,NA,NA,0,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"261",260,261,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby Pinch Hits",5.1,200.03,"1983-10-29",11,"Serie","Ghost of Casey O'Reilly","Male","Ghost","Phantom","Human","False",1,"","True","","True","True","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Urban","United States",4,"False","True","Reggie Rungout","Male",1,"Competition","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,0,2,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"262",261,262,"The New Scooby and Scrappy Doo Show","ABC","1","The Fall Dog",6.2,203.62,"1983-11-05",11,"Serie","Gremlin","Male","Mythical","Gremlin","Gremlin","False",1,"","False","","False","True","","True","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Rural","California",5,"False","True","Mickey Hack","Male",1,"Competition","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"263",262,263,"The New Scooby and Scrappy Doo Show","ABC","1","The Scooby Coupe",4.1,161.23,"1983-11-05",11,"Serie","Specter of the Sports Cars","Male","Ghost","Phantom","Human","False",1,"","False","","False","True","","True","","True","False","","True","","False","False","","True","","False","False","False","False","False","","Urban","United States",3,"False","True","Crocker Pitt","Male",1,"Competition","","","False","1 box",NA,NA,NA,0,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"264",263,264,"The New Scooby and Scrappy Doo Show","ABC","1","Who's Minding the Monster",6,184.12,"1983-11-26",11,"Serie","Frankenstein's Monster,Dracula,Dracula's Wife,Dracula Jr.","Male,Male,Female,Male","Undead,Undead,Undead,Animal","Frankenstein's Monster,Vampire,Vampire,Werewolf","Human,Human,Human,Human","True",4,"","False","","False","False","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Forest","Romania",1,"","","","",0,"Experimentation","","","False","0",NA,NA,NA,0,NA,NA,NA,1,0,0,0,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"265",264,265,"The New Scooby and Scrappy Doo Show","ABC","1","Scooby ala Mode",4.4,160.52,"1983-11-26",11,"Serie","Ghost of Chef Maras","Male","Ghost","Chef","Human","False",1,"","False","","False","True","","False","","False","False","","False","","False","False","","False","","False","False","False","False","False","","Urban","France",3,"False","True","Chef Gustav","Male",1,"Competition","","","False","0",NA,NA,NA,0,NA,NA,NA,2,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"266",265,266,"The New Scooby and Scrappy Doo Show","ABC","1","Where's Scooby-Doo?",4.8,186.22,"1983-12-03",23,"Serie","Mummy","Male","Undead","Mummy","Human","False",1,"","False","","False","True","","False","","False","True","","False","","False","False","","False","","False","False","False","False","False","","Rural","Austria",4,"False","True","Sidney Gasper,Dr. Natasha,Little Guy,Beatrice Whimsey","Male,Female,Male,Female",4,"Smuggling","","","False","0",NA,NA,NA,0,NA,NA,NA,7,0,1,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"267",266,267,"The New Scooby and Scrappy Doo Show","ABC","1","Wedding Bell Boos!",5.1,169.37,"1983-12-10",23,"Serie","Ghost of McBaggy Rodgers","Male","Ghost","Phantom","Human","False",1,"","False","","False","True","","False","","False","False","","False","","False","False","","True","","False","False","False","False","False","False","Rural","Massachusetts",7,"False","True","Alex Anders","Male",1,"Treasure","","","False","several",NA,NA,NA,0,NA,NA,NA,3,0,0,1,"False","False","True","False","False","","Heather North","","Casey Kasem","Don Messick"
"268",267,268,"The New Scooby-Doo Mysteries","ABC","1","Happy Birthday, Scooby-Doo",4.6,169.39,"1984-09-08",23,"Serie","Red Skull","Male","Disguised","Skull","Human","False",1,"False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","","Urban","United States",4,"False","True","Stuyvesant","Male",1,"Theft","","","False","0",2,0,0,0,1,0,0,0,0,0,1,"False","False","True","False","False","Frank Welker","Heather North","Marla Scott","Casey Kasem","Don Messick"
